Hourly measurement data supplied by UK-air on 12/01/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Data GMT hour ending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site Name,,Ladybower,,,,,,,,,,Sheffield Barnsley Road,,,,,,,,,,Sheffield Devonshire Green,,,,,,,,,
Latitude,,53.40337,,,,,,,,,,53.40495,,,,,,,,,,53.378622,,,,,,,,,
Longitude,,-1.752006,,,,,,,,,,-1.455815,,,,,,,,,,-1.478096,,,,,,,,,
Site Type,,Rural Background,,,,,,,,,,Urban Traffic,,,,,,,,,,Urban Background,,,,,,,,,
Zone,,East Midlands,,,,,,,,,,Yorkshire & Humberside,,,,,,,,,,Yorkshire & Humberside,,,,,,,,,
Agglomeration,,#N/A,,,,,,,,,,Sheffield Urban Area,,,,,,,,,,Sheffield Urban Area,,,,,,,,,
Local Authority,,High Peak,,,,,,,,,,Sheffield,,,,,,,,,,Sheffield,,,,,,,,,
Date,Time,Nitrogen dioxide,Status,PM2.5 particulate matter (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status,Nitrogen dioxide,Status,PM2.5 particulate matter (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status,Nitrogen dioxide,Status,PM2.5 particulate matter (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status
2023/1/1,1:00:00,2.46782,V ugm-3,No data,,232.8,N deg,9,N ms-1,6,N degC,25.18305,V ugm-3,16,V ugm-3 (BAM),228.6,N deg,6.5,N ms-1,8.2,N degC,18.88178,V ugm-3,4.741,V ugm-3 (Ref.eq),228.6,N deg,6.5,N ms-1,8.2,N degC
2023/1/1,2:00:00,0.84773,V ugm-3,No data,,229,N deg,11.1,N ms-1,5.5,N degC,9.28437,V ugm-3,5,V ugm-3 (BAM),225.1,N deg,7.8,N ms-1,7.5,N degC,10.68551,V ugm-3,2.123,V ugm-3 (Ref.eq),225.1,N deg,7.8,N ms-1,7.5,N degC
2023/1/1,3:00:00,0.53024,V ugm-3,No data,,238.5,N deg,10.4,N ms-1,5,N degC,7.82167,V ugm-3,2,V ugm-3 (BAM),233.8,N deg,8,N ms-1,7.2,N degC,9.56496,V ugm-3,1.792,V ugm-3 (Ref.eq),233.8,N deg,8,N ms-1,7.2,N degC
2023/1/1,4:00:00,0.58241,V ugm-3,No data,,235.8,N deg,10.4,N ms-1,4.7,N degC,6.46468,V ugm-3,2,V ugm-3 (BAM),231.8,N deg,7.8,N ms-1,6.8,N degC,6.72161,V ugm-3,2.17,V ugm-3 (Ref.eq),231.8,N deg,7.8,N ms-1,6.8,N degC
2023/1/1,5:00:00,0.68824,V ugm-3,No data,,239.2,N deg,10.7,N ms-1,5.1,N degC,5.31499,V ugm-3,0,V ugm-3 (BAM),233.8,N deg,7.8,N ms-1,6.6,N degC,5.63376,V ugm-3,1.934,V ugm-3 (Ref.eq),233.8,N deg,7.8,N ms-1,6.6,N degC
2023/1/1,6:00:00,0.53052,V ugm-3,No data,,236.3,N deg,10.5,N ms-1,5.1,N degC,6.10935,V ugm-3,1,V ugm-3 (BAM),233,N deg,7.5,N ms-1,6.6,N degC,4.18541,V ugm-3,2.241,V ugm-3 (Ref.eq),233,N deg,7.5,N ms-1,6.6,N degC
2023/1/1,7:00:00,0.63512,V ugm-3,No data,,231.6,N deg,9.8,N ms-1,4.6,N degC,7.56729,V ugm-3,1,V ugm-3 (BAM),228.9,N deg,7.1,N ms-1,6.6,N degC,3.56411,V ugm-3,3.042,V ugm-3 (Ref.eq),228.9,N deg,7.1,N ms-1,6.6,N degC
2023/1/1,8:00:00,0.74122,V ugm-3,No data,,227.7,N deg,9.8,N ms-1,4.6,N degC,6.31757,V ugm-3,2,V ugm-3 (BAM),227.1,N deg,7.4,N ms-1,6.6,N degC,3.77012,V ugm-3,3.443,V ugm-3 (Ref.eq),227.1,N deg,7.4,N ms-1,6.6,N degC
2023/1/1,9:00:00,0.58268,V ugm-3,No data,,229.8,N deg,9.9,N ms-1,4.6,N degC,10.57457,V ugm-3,2,V ugm-3 (BAM),227.4,N deg,7.6,N ms-1,6.8,N degC,3.92475,V ugm-3,3.113,V ugm-3 (Ref.eq),227.4,N deg,7.6,N ms-1,6.8,N degC
2023/1/1,10:00:00,0.84705,V ugm-3,No data,,227.9,N deg,9.3,N ms-1,5,N degC,15.77659,V ugm-3,4,V ugm-3 (BAM),225.9,N deg,7.6,N ms-1,7.2,N degC,4.44187,V ugm-3,3.491,V ugm-3 (Ref.eq),225.9,N deg,7.6,N ms-1,7.2,N degC
2023/1/1,11:00:00,0.84732,V ugm-3,No data,,228.5,N deg,9.3,N ms-1,5.5,N degC,20.11332,V ugm-3,5,V ugm-3 (BAM),224.2,N deg,7.4,N ms-1,7.9,N degC,5.99085,V ugm-3,3.797,V ugm-3 (Ref.eq),224.2,N deg,7.4,N ms-1,7.9,N degC
2023/1/1,12:00:00,2.01022,V ugm-3,No data,,229.5,N deg,10,N ms-1,6.1,N degC,26.23807,V ugm-3,3,V ugm-3 (BAM),225,N deg,7.1,N ms-1,8.5,N degC,8.67852,V ugm-3,3.443,V ugm-3 (Ref.eq),225,N deg,7.1,N ms-1,8.5,N degC
2023/1/1,13:00:00,1.74599,V ugm-3,No data,,229.2,N deg,10.5,N ms-1,6.3,N degC,14.53872,V ugm-3,2,V ugm-3 (BAM),226.3,N deg,7.3,N ms-1,8.6,N degC,6.71779,V ugm-3,2.877,V ugm-3 (Ref.eq),226.3,N deg,7.3,N ms-1,8.6,N degC
2023/1/1,14:00:00,1.16495,V ugm-3,No data,,230.2,N deg,10.2,N ms-1,6.2,N degC,18.95208,V ugm-3,3,V ugm-3 (BAM),226.7,N deg,7.1,N ms-1,8.4,N degC,8.2154,V ugm-3,2.854,V ugm-3 (Ref.eq),226.7,N deg,7.1,N ms-1,8.4,N degC
2023/1/1,15:00:00,1.48217,V ugm-3,No data,,230,N deg,9.4,N ms-1,5.7,N degC,15.81338,V ugm-3,6,V ugm-3 (BAM),221.8,N deg,6.5,N ms-1,7.8,N degC,9.24753,V ugm-3,4.575,V ugm-3 (Ref.eq),221.8,N deg,6.5,N ms-1,7.8,N degC
2023/1/1,16:00:00,1.58704,V ugm-3,No data,,226.8,N deg,8.4,N ms-1,5.2,N degC,25.82456,V ugm-3,5,V ugm-3 (BAM),217.3,N deg,6,N ms-1,7,N degC,11.88146,V ugm-3,5.047,V ugm-3 (Ref.eq),217.3,N deg,6,N ms-1,7,N degC
2023/1/1,17:00:00,1.69259,V ugm-3,No data,,225.5,N deg,7.9,N ms-1,4.8,N degC,29.22518,V ugm-3,7,V ugm-3 (BAM),219.5,N deg,6.1,N ms-1,6.6,N degC,11.00621,V ugm-3,4.127,V ugm-3 (Ref.eq),219.5,N deg,6.1,N ms-1,6.6,N degC
2023/1/1,18:00:00,5.39199,V ugm-3,No data,,224.4,N deg,7.8,N ms-1,4.5,N degC,33.09624,V ugm-3,6,V ugm-3 (BAM),220.3,N deg,6.2,N ms-1,6.4,N degC,14.46521,V ugm-3,7.076,V ugm-3 (Ref.eq),220.3,N deg,6.2,N ms-1,6.4,N degC
2023/1/1,19:00:00,6.97766,V ugm-3,No data,,228,N deg,8.1,N ms-1,4.8,N degC,39.5857,V ugm-3,14,V ugm-3 (BAM),227,N deg,6.5,N ms-1,6.2,N degC,16.94385,V ugm-3,11.156,V ugm-3 (Ref.eq),227,N deg,6.5,N ms-1,6.2,N degC
2023/1/1,20:00:00,1.27051,V ugm-3,No data,,230.5,N deg,8.3,N ms-1,4.8,N degC,53.87868,V ugm-3,9,V ugm-3 (BAM),230.9,N deg,6.4,N ms-1,6.2,N degC,15.85706,V ugm-3,7.17,V ugm-3 (Ref.eq),230.9,N deg,6.4,N ms-1,6.2,N degC
2023/1/1,21:00:00,1.11169,V ugm-3,No data,,239.2,N deg,8,N ms-1,4.9,N degC,58.82405,V ugm-3,11,V ugm-3 (BAM),236.9,N deg,6.2,N ms-1,6.1,N degC,27.84271,V ugm-3,10.236,V ugm-3 (Ref.eq),236.9,N deg,6.2,N ms-1,6.1,N degC
2023/1/1,22:00:00,1.53419,V ugm-3,No data,,245.3,N deg,7.8,N ms-1,5,N degC,49.27403,V ugm-3,11,V ugm-3 (BAM),241.2,N deg,6.4,N ms-1,6.2,N degC,32.45381,V ugm-3,10.377,V ugm-3 (Ref.eq),241.2,N deg,6.4,N ms-1,6.2,N degC
2023/1/1,23:00:00,3.87688,V ugm-3,No data,,247.6,N deg,7.8,N ms-1,4.8,N degC,18.10046,V ugm-3,8,V ugm-3 (BAM),241.4,N deg,6,N ms-1,6.1,N degC,13.84219,V ugm-3,7.264,V ugm-3 (Ref.eq),241.4,N deg,6,N ms-1,6.1,N degC
2023/1/1,24:00:00,2.80333,V ugm-3,No data,,255.9,N deg,7.5,N ms-1,4.1,N degC,15.88678,V ugm-3,8,V ugm-3 (BAM),248.6,N deg,4.3,N ms-1,5.6,N degC,12.13687,V ugm-3,4.575,V ugm-3 (Ref.eq),248.6,N deg,4.3,N ms-1,5.6,N degC
2023/1/2,1:00:00,1.6259,V ugm-3,No data,,243.5,N deg,5.3,N ms-1,3.2,N degC,12.23183,V ugm-3,8,V ugm-3 (BAM),232,N deg,3.2,N ms-1,4.7,N degC,10.33831,V ugm-3,4.882,V ugm-3 (Ref.eq),232,N deg,3.2,N ms-1,4.7,N degC
2023/1/2,2:00:00,1.91155,V ugm-3,No data,,248.2,N deg,5.7,N ms-1,2.8,N degC,14.76084,V ugm-3,6,V ugm-3 (BAM),238.1,N deg,3,N ms-1,4.1,N degC,9.99377,V ugm-3,4.953,V ugm-3 (Ref.eq),238.1,N deg,3,N ms-1,4.1,N degC
2023/1/2,3:00:00,1.6986,V ugm-3,No data,,262.5,N deg,5.9,N ms-1,3.5,N degC,10.51156,V ugm-3,6,V ugm-3 (BAM),248.9,N deg,3.5,N ms-1,3.7,N degC,8.1151,V ugm-3,4.788,V ugm-3 (Ref.eq),248.9,N deg,3.5,N ms-1,3.7,N degC
2023/1/2,4:00:00,2.26205,V ugm-3,No data,,286.5,N deg,5.4,N ms-1,3.6,N degC,13.2817,V ugm-3,6,V ugm-3 (BAM),267.4,N deg,3.1,N ms-1,3.8,N degC,7.28756,V ugm-3,3.255,V ugm-3 (Ref.eq),267.4,N deg,3.1,N ms-1,3.8,N degC
2023/1/2,5:00:00,2.54584,V ugm-3,No data,,300.3,N deg,5.1,N ms-1,3.2,N degC,14.772,V ugm-3,3,V ugm-3 (BAM),283.7,N deg,2.6,N ms-1,3,N degC,6.56469,V ugm-3,2.123,V ugm-3 (Ref.eq),283.7,N deg,2.6,N ms-1,3,N degC
2023/1/2,6:00:00,1.96232,V ugm-3,No data,,306.7,N deg,4.9,N ms-1,2.8,N degC,18.7801,V ugm-3,2,V ugm-3 (BAM),288.5,N deg,2.8,N ms-1,2.7,N degC,5.8922,V ugm-3,2.877,V ugm-3 (Ref.eq),288.5,N deg,2.8,N ms-1,2.7,N degC
2023/1/2,7:00:00,2.33363,V ugm-3,No data,,311.4,N deg,5.4,N ms-1,2.4,N degC,45.78144,V ugm-3,3,V ugm-3 (BAM),301.2,N deg,3.2,N ms-1,2.6,N degC,6.56404,V ugm-3,2.241,V ugm-3 (Ref.eq),301.2,N deg,3.2,N ms-1,2.6,N degC
2023/1/2,8:00:00,2.49168,V ugm-3,No data,,306.5,N deg,4.8,N ms-1,1.1,N degC,28.34059,V ugm-3,3,V ugm-3 (BAM),302.3,N deg,3.7,N ms-1,2.4,N degC,7.23562,V ugm-3,1.557,V ugm-3 (Ref.eq),302.3,N deg,3.7,N ms-1,2.4,N degC
2023/1/2,9:00:00,3.1813,V ugm-3,No data,,301.3,N deg,5,N ms-1,0.7,N degC,45.96962,V ugm-3,4,V ugm-3 (BAM),298.7,N deg,4.1,N ms-1,2.5,N degC,9.51164,V ugm-3,1.392,V ugm-3 (Ref.eq),298.7,N deg,4.1,N ms-1,2.5,N degC
2023/1/2,10:00:00,3.87108,V ugm-3,No data,,303,N deg,5.9,N ms-1,1.2,N degC,42.23148,V ugm-3,4,V ugm-3 (BAM),310.1,N deg,4.3,N ms-1,3.2,N degC,10.08012,V ugm-3,1.038,V ugm-3 (Ref.eq),310.1,N deg,4.3,N ms-1,3.2,N degC
2023/1/2,11:00:00,4.18969,V ugm-3,No data,,310.8,N deg,6.1,N ms-1,1.8,N degC,30.85095,V ugm-3,1,V ugm-3 (BAM),314.8,N deg,4.8,N ms-1,4,N degC,10.75537,V ugm-3,1.156,V ugm-3 (Ref.eq),314.8,N deg,4.8,N ms-1,4,N degC
2023/1/2,12:00:00,4.40264,V ugm-3,No data,,309.4,N deg,6.1,N ms-1,2.2,N degC,33.58418,V ugm-3,-1,V ugm-3 (BAM),305.7,N deg,4.5,N ms-1,4.6,N degC,9.98252,V ugm-3,1.226,V ugm-3 (Ref.eq),305.7,N deg,4.5,N ms-1,4.6,N degC
2023/1/2,13:00:00,4.87932,V ugm-3,No data,,295.8,N deg,5.9,N ms-1,2.6,N degC,31.34391,V ugm-3,0,V ugm-3 (BAM),301.6,N deg,4,N ms-1,5.1,N degC,10.13638,V ugm-3,1.415,V ugm-3 (Ref.eq),301.6,N deg,4,N ms-1,5.1,N degC
2023/1/2,14:00:00,4.18984,V ugm-3,No data,,283.9,N deg,5.5,N ms-1,2.2,N degC,42.32005,V ugm-3,5,V ugm-3 (BAM),317.6,N deg,2.4,N ms-1,5,N degC,10.81202,V ugm-3,1.557,V ugm-3 (Ref.eq),317.6,N deg,2.4,N ms-1,5,N degC
2023/1/2,15:00:00,4.6128,V ugm-3,No data,,287.5,N deg,3.6,N ms-1,1.5,N degC,48.74403,V ugm-3,7,V ugm-3 (BAM),216,N deg,1.2,N ms-1,3.8,N degC,16.13325,V ugm-3,2.311,V ugm-3 (Ref.eq),216,N deg,1.2,N ms-1,3.8,N degC
2023/1/2,16:00:00,3.60588,V ugm-3,No data,,270.7,N deg,2.6,N ms-1,0.5,N degC,47.44009,V ugm-3,10,V ugm-3 (BAM),218.7,N deg,2.3,N ms-1,2.3,N degC,14.48249,V ugm-3,2.193,V ugm-3 (Ref.eq),218.7,N deg,2.3,N ms-1,2.3,N degC
2023/1/2,17:00:00,4.87755,V ugm-3,No data,,250.6,N deg,2.9,N ms-1,-0.2,N degC,99.85058,V ugm-3,25,V ugm-3 (BAM),232.8,N deg,2.6,N ms-1,1.6,N degC,45.51769,V ugm-3,6.132,V ugm-3 (Ref.eq),232.8,N deg,2.6,N ms-1,1.6,N degC
2023/1/2,18:00:00,4.45341,V ugm-3,No data,,242.2,N deg,2.8,N ms-1,-0.7,N degC,98.2943,V ugm-3,18,V ugm-3 (BAM),237.6,N deg,2.8,N ms-1,1.1,N degC,66.02045,V ugm-3,15.566,V ugm-3 (Ref.eq),237.6,N deg,2.8,N ms-1,1.1,N degC
2023/1/2,19:00:00,3.81854,V ugm-3,No data,,230.2,N deg,2.9,N ms-1,-1.1,N degC,115.22426,V ugm-3,25,V ugm-3 (BAM),234,N deg,2.9,N ms-1,0.6,N degC,59.83624,V ugm-3,19.127,V ugm-3 (Ref.eq),234,N deg,2.9,N ms-1,0.6,N degC
2023/1/2,20:00:00,3.97571,V ugm-3,No data,,222.2,N deg,3.3,N ms-1,-1.4,N degC,108.26064,V ugm-3,27,V ugm-3 (BAM),229.1,N deg,3.2,N ms-1,0.3,N degC,41.69636,V ugm-3,13.066,V ugm-3 (Ref.eq),229.1,N deg,3.2,N ms-1,0.3,N degC
2023/1/2,21:00:00,3.92303,V ugm-3,No data,,222.4,N deg,3.6,N ms-1,-1.6,N degC,84.17709,V ugm-3,24,V ugm-3 (BAM),226.5,N deg,3.3,N ms-1,0.1,N degC,41.97412,V ugm-3,15.66,V ugm-3 (Ref.eq),226.5,N deg,3.3,N ms-1,0.1,N degC
2023/1/2,22:00:00,4.50536,V ugm-3,No data,,217.1,N deg,4.4,N ms-1,-1.6,N degC,71.45545,V ugm-3,23,V ugm-3 (BAM),217.7,N deg,3.3,N ms-1,0,N degC,35.1437,V ugm-3,13.962,V ugm-3 (Ref.eq),217.7,N deg,3.3,N ms-1,0,N degC
2023/1/2,23:00:00,3.32263,V ugm-3,No data,,214.4,N deg,4.7,N ms-1,-1.6,N degC,71.06374,V ugm-3,21,V ugm-3 (BAM),206.6,N deg,3.1,N ms-1,-0.3,N degC,28.0278,V ugm-3,12.264,V ugm-3 (Ref.eq),206.6,N deg,3.1,N ms-1,-0.3,N degC
2023/1/2,24:00:00,2.9688,V ugm-3,No data,,207.5,N deg,4.7,N ms-1,-1.7,N degC,59.73529,V ugm-3,20,V ugm-3 (BAM),202.4,N deg,3.1,N ms-1,-0.6,N degC,22.39139,V ugm-3,11.509,V ugm-3 (Ref.eq),202.4,N deg,3.1,N ms-1,-0.6,N degC
2023/1/3,1:00:00,3.89793,V ugm-3,No data,,206.9,N deg,3.9,N ms-1,-1,N degC,50.74171,V ugm-3,16,V ugm-3 (BAM),208.3,N deg,2.7,N ms-1,0.4,N degC,16.7665,V ugm-3,10.59,V ugm-3 (Ref.eq),208.3,N deg,2.7,N ms-1,0.4,N degC
2023/1/3,2:00:00,8.07751,V ugm-3,No data,,208.5,N deg,5.2,N ms-1,-0.9,N degC,35.36686,V ugm-3,14,V ugm-3 (BAM),203.7,N deg,3.1,N ms-1,0.1,N degC,17.79967,V ugm-3,11.297,V ugm-3 (Ref.eq),203.7,N deg,3.1,N ms-1,0.1,N degC
2023/1/3,3:00:00,4.41173,V ugm-3,No data,,204.4,N deg,6,N ms-1,-0.5,N degC,28.286,V ugm-3,14,V ugm-3 (BAM),202.2,N deg,3.6,N ms-1,0.2,N degC,22.0921,V ugm-3,12.854,V ugm-3 (Ref.eq),202.2,N deg,3.6,N ms-1,0.2,N degC
2023/1/3,4:00:00,5.17266,V ugm-3,No data,,201.7,N deg,7,N ms-1,0.8,N degC,40.27979,V ugm-3,17,V ugm-3 (BAM),201.1,N deg,3.9,N ms-1,0.5,N degC,34.30411,V ugm-3,17.736,V ugm-3 (Ref.eq),201.1,N deg,3.9,N ms-1,0.5,N degC
2023/1/3,5:00:00,5.79268,V ugm-3,No data,,199.5,N deg,7.6,N ms-1,1.5,N degC,38.86011,V ugm-3,17,V ugm-3 (BAM),201.3,N deg,5.3,N ms-1,1.9,N degC,30.16343,V ugm-3,17.854,V ugm-3 (Ref.eq),201.3,N deg,5.3,N ms-1,1.9,N degC
2023/1/3,6:00:00,5.7391,V ugm-3,No data,,189.1,N deg,7.8,N ms-1,1.8,N degC,43.82426,V ugm-3,21,V ugm-3 (BAM),197.7,N deg,5.4,N ms-1,2.6,N degC,21.004,V ugm-3,14.127,V ugm-3 (Ref.eq),197.7,N deg,5.4,N ms-1,2.6,N degC
2023/1/3,7:00:00,5.42026,V ugm-3,No data,,193.5,N deg,9,N ms-1,2.2,N degC,47.03004,V ugm-3,11,V ugm-3 (BAM),196.4,N deg,5.7,N ms-1,3.2,N degC,22.14539,V ugm-3,11.344,V ugm-3 (Ref.eq),196.4,N deg,5.7,N ms-1,3.2,N degC
2023/1/3,8:00:00,5.04846,V ugm-3,No data,,196.1,N deg,9.7,N ms-1,3.1,N degC,53.72873,V ugm-3,11,V ugm-3 (BAM),201,N deg,7,N ms-1,4.5,N degC,31.31015,V ugm-3,9.811,V ugm-3 (Ref.eq),201,N deg,7,N ms-1,4.5,N degC
2023/1/3,9:00:00,5.47274,V ugm-3,No data,,198.3,N deg,9.1,N ms-1,4.2,N degC,53.86524,V ugm-3,9,V ugm-3 (BAM),196.2,N deg,7.1,N ms-1,5.6,N degC,33.18223,V ugm-3,8.703,V ugm-3 (Ref.eq),196.2,N deg,7.1,N ms-1,5.6,N degC
2023/1/3,10:00:00,6.0573,V ugm-3,No data,,208.2,N deg,8.5,N ms-1,5.3,N degC,43.80674,V ugm-3,7,V ugm-3 (BAM),202.2,N deg,6.6,N ms-1,6.7,N degC,25.36655,V ugm-3,6.439,V ugm-3 (Ref.eq),202.2,N deg,6.6,N ms-1,6.7,N degC
2023/1/3,11:00:00,7.33171,V ugm-3,No data,,218.1,N deg,8.7,N ms-1,6.1,N degC,38.60152,V ugm-3,7,V ugm-3 (BAM),209.8,N deg,6.5,N ms-1,7.7,N degC,25.10258,V ugm-3,3.892,V ugm-3 (Ref.eq),209.8,N deg,6.5,N ms-1,7.7,N degC
2023/1/3,12:00:00,7.97049,V ugm-3,No data,,222.8,N deg,8.8,N ms-1,6.6,N degC,57.46368,V ugm-3,6,V ugm-3 (BAM),218.3,N deg,6,N ms-1,8.5,N degC,39.72449,V ugm-3,4.717,V ugm-3 (Ref.eq),218.3,N deg,6,N ms-1,8.5,N degC
2023/1/3,13:00:00,7.65087,V ugm-3,No data,,221.7,N deg,9.5,N ms-1,7,N degC,53.12602,V ugm-3,4,V ugm-3 (BAM),216.3,N deg,6.4,N ms-1,8.8,N degC,35.76861,V ugm-3,5.637,V ugm-3 (Ref.eq),216.3,N deg,6.4,N ms-1,8.8,N degC
2023/1/3,14:00:00,5.4729,V ugm-3,No data,,217.1,N deg,10,N ms-1,7.2,N degC,49.10488,V ugm-3,3,V ugm-3 (BAM),213.7,N deg,6.7,N ms-1,9,N degC,26.34808,V ugm-3,2.429,V ugm-3 (Ref.eq),213.7,N deg,6.7,N ms-1,9,N degC
2023/1/3,15:00:00,4.03773,V ugm-3,No data,,215.9,N deg,10.9,N ms-1,7.4,N degC,54.66277,V ugm-3,12,V ugm-3 (BAM),212,N deg,7.4,N ms-1,9.1,N degC,23.13602,V ugm-3,2.382,V ugm-3 (Ref.eq),212,N deg,7.4,N ms-1,9.1,N degC
2023/1/3,16:00:00,4.81647,V ugm-3,No data,,222.3,N deg,12.4,N ms-1,7.9,N degC,37.01392,V ugm-3,7,V ugm-3 (BAM),218.1,N deg,8.5,N ms-1,9.7,N degC,19.87445,V ugm-3,2.429,V ugm-3 (Ref.eq),218.1,N deg,8.5,N ms-1,9.7,N degC
2023/1/3,17:00:00,5.31293,V ugm-3,No data,,222.2,N deg,13.5,N ms-1,8.1,N degC,30.75482,V ugm-3,1,V ugm-3 (BAM),217.1,N deg,9.5,N ms-1,10,N degC,14.75225,V ugm-3,2.5,V ugm-3 (Ref.eq),217.1,N deg,9.5,N ms-1,10,N degC
2023/1/3,18:00:00,4.46295,V ugm-3,No data,,227.5,N deg,13.8,N ms-1,8.7,N degC,29.74253,V ugm-3,3,V ugm-3 (BAM),219.6,N deg,8.6,N ms-1,10.4,N degC,14.38899,V ugm-3,2.359,V ugm-3 (Ref.eq),219.6,N deg,8.6,N ms-1,10.4,N degC
2023/1/3,19:00:00,3.02842,V ugm-3,No data,,232.2,N deg,13.3,N ms-1,9.2,N degC,39.20404,V ugm-3,5,V ugm-3 (BAM),222.3,N deg,8.6,N ms-1,10.9,N degC,11.48964,V ugm-3,2.123,V ugm-3 (Ref.eq),222.3,N deg,8.6,N ms-1,10.9,N degC
2023/1/3,20:00:00,2.1797,V ugm-3,No data,,238.2,N deg,13.1,N ms-1,9.6,N degC,27.05004,V ugm-3,7,V ugm-3 (BAM),229,N deg,8,N ms-1,11.3,N degC,11.90346,V ugm-3,1.627,V ugm-3 (Ref.eq),229,N deg,8,N ms-1,11.3,N degC
2023/1/3,21:00:00,1.70215,V ugm-3,No data,,244.8,N deg,14.5,N ms-1,9.8,N degC,23.78223,V ugm-3,7,V ugm-3 (BAM),238.1,N deg,8.6,N ms-1,11.7,N degC,8.0222,V ugm-3,1.321,V ugm-3 (Ref.eq),238.1,N deg,8.6,N ms-1,11.7,N degC
2023/1/3,22:00:00,1.4358,V ugm-3,No data,,244.7,N deg,13.8,N ms-1,9.7,N degC,15.36854,V ugm-3,4,V ugm-3 (BAM),242.8,N deg,9.4,N ms-1,11.8,N degC,6.57253,V ugm-3,0.708,V ugm-3 (Ref.eq),242.8,N deg,9.4,N ms-1,11.8,N degC
2023/1/3,23:00:00,1.11759,V ugm-3,No data,,242.3,N deg,15.1,N ms-1,9.5,N degC,15.41852,V ugm-3,2,V ugm-3 (BAM),236.6,N deg,9.4,N ms-1,11.4,N degC,4.14107,V ugm-3,0.401,V ugm-3 (Ref.eq),236.6,N deg,9.4,N ms-1,11.4,N degC
2023/1/3,24:00:00,0.58519,V ugm-3,No data,,241.2,N deg,15,N ms-1,9.3,N degC,12.4596,V ugm-3,0,V ugm-3 (BAM),238,N deg,10.6,N ms-1,11.3,N degC,3.51943,V ugm-3,0.33,V ugm-3 (Ref.eq),238,N deg,10.6,N ms-1,11.3,N degC
2023/1/4,1:00:00,0.49921,V ugm-3,No data,,251.9,N deg,12.9,N ms-1,9.8,N degC,5.13513,V ugm-3,1,V ugm-3 (BAM),247.2,N deg,8.7,N ms-1,12.1,N degC,3.45391,V ugm-3,0.283,V ugm-3 (Ref.eq),247.2,N deg,8.7,N ms-1,12.1,N degC
2023/1/4,2:00:00,0.85548,V ugm-3,No data,,253.4,N deg,14,N ms-1,9.6,N degC,3.6014,V ugm-3,2,V ugm-3 (BAM),246.1,N deg,9.6,N ms-1,11.7,N degC,4.14424,V ugm-3,0.236,V ugm-3 (Ref.eq),246.1,N deg,9.6,N ms-1,11.7,N degC
2023/1/4,3:00:00,0.42844,V ugm-3,No data,,260.9,N deg,15.6,N ms-1,9.6,N degC,4.10202,V ugm-3,0,V ugm-3 (BAM),257.6,N deg,10,N ms-1,11.4,N degC,3.3668,V ugm-3,0.142,V ugm-3 (Ref.eq),257.6,N deg,10,N ms-1,11.4,N degC
2023/1/4,4:00:00,0.64081,V ugm-3,No data,,260.6,N deg,15,N ms-1,9,N degC,4.45253,V ugm-3,-3,V ugm-3 (BAM),258.8,N deg,9.6,N ms-1,11.2,N degC,3.31515,V ugm-3,0.189,V ugm-3 (Ref.eq),258.8,N deg,9.6,N ms-1,11.2,N degC
2023/1/4,5:00:00,0.69423,V ugm-3,No data,,262.8,N deg,15.1,N ms-1,8.5,N degC,2.34928,V ugm-3,-3,V ugm-3 (BAM),261.3,N deg,9.2,N ms-1,10.8,N degC,3.10702,V ugm-3,0.802,V ugm-3 (Ref.eq),261.3,N deg,9.2,N ms-1,10.8,N degC
2023/1/4,6:00:00,0.64165,V ugm-3,No data,,263.3,N deg,15.1,N ms-1,8.2,N degC,6.65328,V ugm-3,3,V ugm-3 (BAM),263.4,N deg,9.2,N ms-1,10.5,N degC,3.52122,V ugm-3,2.854,V ugm-3 (Ref.eq),263.4,N deg,9.2,N ms-1,10.5,N degC
2023/1/4,7:00:00,1.0132,V ugm-3,No data,,264.4,N deg,15.8,N ms-1,7.9,N degC,12.11325,V ugm-3,3,V ugm-3 (BAM),265.1,N deg,9.5,N ms-1,10.2,N degC,5.4378,V ugm-3,3.844,V ugm-3 (Ref.eq),265.1,N deg,9.5,N ms-1,10.2,N degC
2023/1/4,8:00:00,1.1197,V ugm-3,No data,,267.4,N deg,15.9,N ms-1,7.5,N degC,21.97219,V ugm-3,5,V ugm-3 (BAM),271.7,N deg,9.9,N ms-1,9.8,N degC,6.32017,V ugm-3,6.132,V ugm-3 (Ref.eq),271.7,N deg,9.9,N ms-1,9.8,N degC
2023/1/4,9:00:00,1.06729,V ugm-3,No data,,268.6,N deg,15.4,N ms-1,7.2,N degC,28.43403,V ugm-3,6,V ugm-3 (BAM),274.1,N deg,9.8,N ms-1,9.6,N degC,5.64697,V ugm-3,5.566,V ugm-3 (Ref.eq),274.1,N deg,9.8,N ms-1,9.6,N degC
